facilities,rating,location,Price,review,total reviews,have bar,have restaurant,have swimming pool,have gym,have internet
internet,,Willsmian,25000,,,0,0,0,0,1
"restaurant, bar",,Hallerson,4500,,,1,1,0,0,0
"restaurant, swimming pool, internet",7.5,Stokol,20000,"['Very', 'GoodFrom']",154,0,1,1,0,1
internet,,Uberlandia,25000,,,0,0,0,0,1
"restaurant, internet",8.0,Hallerson,18000,['ExcellentFrom'],2,0,1,0,0,1
"restaurant, bar",6.2,Andeman,4000,"['Very', 'GoodFrom']",10,1,1,0,0,0
"restaurant, bar",7.3,Uberlandia,13500,"['Very', 'GoodFrom']",32,1,1,0,0,0
"restaurant, bar, swimming pool, gym, internet",7.2,Uberlandia,69569,"['Very', 'GoodFrom']",4,1,1,1,1,1
"restaurant, swimming pool, gym",9.3,Hallerson,35000,['ExcellentFrom'],4,0,1,1,1,0
"restaurant, bar, swimming pool, gym, internet",8.5,Stokol,49900,['ExcellentFrom'],4,1,1,1,1,1
"restaurant, bar, internet",,Andeman,15000,,,1,1,0,0,1
"restaurant, bar, swimming pool, gym, internet",7.6,Willsmian,20000,"['Very', 'GoodFrom']",13,1,1,1,1,1
"restaurant, bar",7.8,Stokol,10000,"['Very', 'GoodFrom']",4,1,1,0,0,0
"restaurant, bar",4.9,Hallerson,9000,['GoodFrom'],3,1,1,0,0,0
"restaurant, bar",6.3,Hallerson,11500,"['Very', 'GoodFrom']",34,1,1,0,0,0
"restaurant, bar, internet",8.3,Wanderland,30000,['ExcellentFrom'],18,1,1,0,0,1
"restaurant, bar, internet",6.3,Stokol,22000,"['Very', 'GoodFrom']",30,1,1,0,0,1
"restaurant, swimming pool, gym",9.3,Andeman,35000,['ExcellentFrom'],4,0,1,1,1,0
"restaurant, swimming pool",6.0,Andeman,33000,"['Very', 'GoodFrom']",3,0,1,1,0,0
"restaurant, swimming pool, internet",5.9,Uberlandia,6500,['GoodFrom'],3,0,1,1,0,1
"restaurant, bar",7.3,Stokol,13500,"['Very', 'GoodFrom']",7,1,1,0,0,0
"restaurant, bar",6.4,Wanderland,3500,"['Very', 'GoodFrom']",1,1,1,0,0,0
"restaurant, bar, swimming pool, gym, internet",7.2,Stokol,25000,"['Very', 'GoodFrom']",6,1,1,1,1,1
restaurant,,Stokol,8500,,,0,1,0,0,0
internet,8.9,Stokol,18000,['ExcellentFrom'],11,0,0,0,0,1
"restaurant, internet",5.7,Andeman,16500,['GoodFrom'],6,0,1,0,0,1
"restaurant, internet",8.3,Uberlandia,25000,['ExcellentFrom'],6,0,1,0,0,1
"restaurant, bar, internet",10.0,Willsmian,30000,['ExcellentFrom'],1,1,1,0,0,1
"restaurant, bar",,Wanderland,6000,,,1,1,0,0,0
"restaurant, bar",6.6,Uberlandia,10000,"['Very', 'GoodFrom']",7,1,1,0,0,0
"restaurant, bar",,Wanderland,2500,,,1,1,0,0,0
"restaurant, bar, swimming pool, gym, internet",7.3,Wanderland,38500,"['Very', 'GoodFrom']",8,1,1,1,1,1
"restaurant, internet",7.2,Stokol,20000,"['Very', 'GoodFrom']",30,0,1,0,0,1
restaurant,6.1,Uberlandia,5000,"['Very', 'GoodFrom']",24,0,1,0,0,0
"restaurant, bar, swimming pool, gym",From,Stokol,30000,,1,1,1,1,1,0
"restaurant, bar, internet",,Wanderland,10000,,,1,1,0,0,1
"restaurant, bar, internet",6.9,Uberlandia,13975,"['Very', 'GoodFrom']",33,1,1,0,0,1
"restaurant, gym",5.6,Stokol,15500,['GoodFrom'],1,0,1,0,1,0
"restaurant, bar, swimming pool, internet",,Wanderland,19550,,,1,1,1,0,1
"restaurant, bar, swimming pool, gym",8.6,Willsmian,23000,['ExcellentFrom'],6,1,1,1,1,0
"restaurant, bar",6.3,Andeman,11500,"['Very', 'GoodFrom']",34,1,1,0,0,0
internet,8.9,Wanderland,18000,['ExcellentFrom'],11,0,0,0,0,1
"restaurant, swimming pool, internet",9.1,Hallerson,37200,['ExcellentFrom'],12,0,1,1,0,1
"restaurant, bar, swimming pool, gym",7.6,Stokol,16500,"['Very', 'GoodFrom']",1,1,1,1,1,0
,,Willsmian,30000,,,2,2,2,2,2
"restaurant, bar, swimming pool, internet",From,Hallerson,15000,,1,1,1,1,0,1
"restaurant, bar",2.8,Uberlandia,3000,['FairFrom'],3,1,1,0,0,0
"restaurant, bar, internet",8.6,Andeman,9000,['ExcellentFrom'],2,1,1,0,0,1
"restaurant, bar, internet",8.3,Hallerson,30000,['ExcellentFrom'],18,1,1,0,0,1
"restaurant, bar, swimming pool, gym",8.8,Willsmian,20000,['ExcellentFrom'],2,1,1,1,1,0
"restaurant, bar, swimming pool, gym",From,Stokol,30000,,1,1,1,1,1,0
"restaurant, internet",7.1,Stokol,20000,"['Very', 'GoodFrom']",13,0,1,0,0,1
,,Uberlandia,53475,,,2,2,2,2,2
"restaurant, bar",5.8,Andeman,6000,['GoodFrom'],43,1,1,0,0,0
"restaurant, bar",9.2,Wanderland,13350,['ExcellentFrom'],2,1,1,0,0,0
"restaurant, bar, internet",,Uberlandia,6000,,,1,1,0,0,1
"restaurant, bar",4.9,Uberlandia,4400,['GoodFrom'],5,1,1,0,0,0
"restaurant, bar, internet",7.0,Hallerson,5000,"['Very', 'GoodFrom']",14,1,1,0,0,1
"bar, internet",6.7,Willsmian,12000,"['Very', 'GoodFrom']",27,1,0,0,0,1
"restaurant, bar",8.9,Stokol,17000,['ExcellentFrom'],5,1,1,0,0,0
"restaurant, bar",8.4,Willsmian,10000,['ExcellentFrom'],6,1,1,0,0,0
"restaurant, bar, swimming pool, gym",5.7,Andeman,30000,['GoodFrom'],37,1,1,1,1,0
"restaurant, bar, internet",7.0,Andeman,143802,"['Very', 'GoodFrom']",20,1,1,0,0,1
"restaurant, bar",6.4,Stokol,6000,"['Very', 'GoodFrom']",5,1,1,0,0,0
"restaurant, bar",8.0,Andeman,20000,['ExcellentFrom'],6,1,1,0,0,0
swimming pool,8.2,Andeman,30000,['ExcellentFrom'],6,0,0,1,0,0
"restaurant, bar, swimming pool, internet",7.9,Willsmian,50000,"['Very', 'GoodFrom']",24,1,1,1,0,1
,8.8,Uberlandia,20000,['ExcellentFrom'],1,2,2,2,2,2
"restaurant, bar",,Willsmian,6000,,,1,1,0,0,0
"restaurant, bar, swimming pool, gym, internet",8.3,Wanderland,27000,['ExcellentFrom'],11,1,1,1,1,1
"restaurant, bar, internet",6.9,Machlessvile,6000,"['Very', 'GoodFrom']",12,1,1,0,0,1
"restaurant, bar, swimming pool, gym",5.5,Hallerson,7700,['GoodFrom'],3,1,1,1,1,0
"restaurant, bar",6.5,Uberlandia,10000,"['Very', 'GoodFrom']",12,1,1,0,0,0
"restaurant, bar",9.6,Uberlandia,12800,['ExcellentFrom'],2,1,1,0,0,0
bar,,Stokol,3500,,,1,0,0,0,0
"restaurant, bar",,Andeman,5000,,,1,1,0,0,0
"restaurant, swimming pool, internet",7.5,Wanderland,20000,"['Very', 'GoodFrom']",154,0,1,1,0,1
,6.0,Hallerson,15000,"['Very', 'GoodFrom']",43,2,2,2,2,2
"restaurant, bar",,Machlessvile,3000,,,1,1,0,0,0
"restaurant, bar, internet",8.0,Hallerson,19000,['ExcellentFrom'],36,1,1,0,0,1
,,Uberlandia,3900,,,2,2,2,2,2
"restaurant, bar, internet",8.2,Uberlandia,20000,['ExcellentFrom'],20,1,1,0,0,1
"restaurant, bar, swimming pool, gym",7.0,Andeman,16200,"['Very', 'GoodFrom']",17,1,1,1,1,0
"restaurant, bar, swimming pool, gym, internet",6.7,Andeman,40191,"['Very', 'GoodFrom']",10,1,1,1,1,1
"restaurant, bar, swimming pool, internet",8.7,Andeman,35000,['ExcellentFrom'],15,1,1,1,0,1
"restaurant, bar, swimming pool, gym, internet",,Wanderland,100000,,,1,1,1,1,1
"restaurant, bar, swimming pool",8.0,Stokol,25000,['ExcellentFrom'],9,1,1,1,0,0
"bar, swimming pool",6.4,Stokol,20000,"['Very', 'GoodFrom']",49,1,0,1,0,0
"restaurant, internet",7.8,Andeman,17483,"['Very', 'GoodFrom']",15,0,1,0,0,1
"restaurant, gym, internet",5.6,Wanderland,13000,['GoodFrom'],4,0,1,0,1,1
,,Wanderland,4500,,,2,2,2,2,2
restaurant,,Willsmian,6175,,,0,1,0,0,0
"restaurant, bar",6.7,Machlessvile,18000,"['Very', 'GoodFrom']",50,1,1,0,0,0
"restaurant, bar, internet",7.4,Willsmian,10000,"['Very', 'GoodFrom']",26,1,1,0,0,1
"restaurant, bar, gym",5.7,Hallerson,7350,['GoodFrom'],6,1,1,0,1,0
"restaurant, bar",7.3,Uberlandia,13500,"['Very', 'GoodFrom']",7,1,1,0,0,0
"restaurant, bar, swimming pool, gym, internet",5.1,Uberlandia,88800,['GoodFrom'],13,1,1,1,1,1
"restaurant, bar, swimming pool, gym, internet",6.8,Hallerson,9750,"['Very', 'GoodFrom']",14,1,1,1,1,1
"restaurant, bar, swimming pool, gym, internet",6.9,Stokol,10000,"['Very', 'GoodFrom']",10,1,1,1,1,1
"bar, internet",8.8,Willsmian,20000,['ExcellentFrom'],2,1,0,0,0,1
"restaurant, bar",,Andeman,4500,,,1,1,0,0,0
"restaurant, bar, internet",7.7,Wanderland,9800,"['Very', 'GoodFrom']",125,1,1,0,0,1
"bar, swimming pool, internet",7.3,Hallerson,12000,"['Very', 'GoodFrom']",61,1,0,1,0,1
"restaurant, bar, internet",7.7,Willsmian,30000,"['Very', 'GoodFrom']",36,1,1,0,0,1
bar,7.4,Ubisville,11500,"['Very', 'GoodFrom']",43,1,0,0,0,0
"restaurant, bar",7.3,Machlessvile,6000,"['Very', 'GoodFrom']",6,1,1,0,0,0
"restaurant, bar, internet",6.7,Wanderland,3000,"['Very', 'GoodFrom']",1,1,1,0,0,1
"restaurant, swimming pool",8.6,Andeman,24000,['ExcellentFrom'],4,0,1,1,0,0
restaurant,,Wanderland,13160,,,0,1,0,0,0
"restaurant, bar, swimming pool, gym",9.3,Ubisville,88600,['ExcellentFrom'],3,1,1,1,1,0
"restaurant, internet",,Wanderland,50000,,,0,1,0,0,1
"restaurant, swimming pool",,Stokol,29000,,,0,1,1,0,0
"restaurant, bar, swimming pool, internet",7.8,Uberlandia,49500,"['Very', 'GoodFrom']",28,1,1,1,0,1
"restaurant, bar, internet",8.1,Machlessvile,30500,['ExcellentFrom'],4,1,1,0,0,1
"restaurant, bar, internet",7.7,Andeman,9800,"['Very', 'GoodFrom']",125,1,1,0,0,1
,,Wanderland,3700,,,2,2,2,2,2
bar,,Andeman,15000,,,1,0,0,0,0
"restaurant, bar, internet",8.2,Wanderland,20000,['ExcellentFrom'],20,1,1,0,0,1
"restaurant, internet",7.1,Stokol,20000,"['Very', 'GoodFrom']",13,0,1,0,0,1
"bar, internet",7.2,Wanderland,15000,"['Very', 'GoodFrom']",25,1,0,0,0,1
"restaurant, swimming pool",,Stokol,80500,,,0,1,1,0,0
internet,5.4,Stokol,4000,['GoodFrom'],13,0,0,0,0,1
"swimming pool, gym",,Uberlandia,16100,,,0,0,1,1,0
"restaurant, bar, swimming pool",,Stokol,15000,,,1,1,1,0,0
"restaurant, bar",8.1,Willsmian,15500,['ExcellentFrom'],18,1,1,0,0,0
restaurant,,Andeman,6175,,,0,1,0,0,0
"restaurant, bar, swimming pool, internet",10.0,Stokol,15000,['ExcellentFrom'],1,1,1,1,0,1
"restaurant, swimming pool",8.0,Machlessvile,23000,['ExcellentFrom'],34,0,1,1,0,0
,,Willsmian,8000,,,2,2,2,2,2
"restaurant, swimming pool",,Andeman,10000,,,0,1,1,0,0
"restaurant, bar, swimming pool, gym, internet",7.0,Stokol,27500,"['Very', 'GoodFrom']",32,1,1,1,1,1
"bar, internet",7.4,Hallerson,20000,"['Very', 'GoodFrom']",5,1,0,0,0,1
bar,9.6,Stokol,8000,['ExcellentFrom'],2,1,0,0,0,0
"restaurant, bar",8.5,Stokol,8000,['ExcellentFrom'],3,1,1,0,0,0
"restaurant, swimming pool, gym",6.2,Stokol,17999,"['Very', 'GoodFrom']",30,0,1,1,1,0
"bar, internet",7.4,Wanderland,20000,"['Very', 'GoodFrom']",5,1,0,0,0,1
restaurant,,Andeman,4250,,,0,1,0,0,0
restaurant,8.4,Hallerson,15000,['ExcellentFrom'],4,0,1,0,0,0
"restaurant, bar, internet",8.0,Stokol,25000,['ExcellentFrom'],1,1,1,0,0,1
"restaurant, bar, swimming pool",,Uberlandia,12000,,,1,1,1,0,0
"restaurant, swimming pool, internet",6.3,Stokol,15000,"['Very', 'GoodFrom']",14,0,1,1,0,1
"restaurant, bar, internet",6.9,Machlessvile,13975,"['Very', 'GoodFrom']",33,1,1,0,0,1
"restaurant, bar, internet",6.8,Machlessvile,17000,"['Very', 'GoodFrom']",1,1,1,0,0,1
restaurant,7.1,Machlessvile,20000,"['Very', 'GoodFrom']",12,0,1,0,0,0
,9.6,Andeman,6000,['ExcellentFrom'],4,2,2,2,2,2
"restaurant, internet",5.7,Stokol,16500,['GoodFrom'],6,0,1,0,0,1
"restaurant, bar, swimming pool, gym",7.0,Andeman,32000,"['Very', 'GoodFrom']",6,1,1,1,1,0
"restaurant, internet",7.8,Stokol,17483,"['Very', 'GoodFrom']",15,0,1,0,0,1
internet,5.4,Stokol,4000,['GoodFrom'],13,0,0,0,0,1
"restaurant, bar",,Wanderland,3300,,,1,1,0,0,0
"bar, swimming pool, internet",8.8,Stokol,25000,['ExcellentFrom'],36,1,0,1,0,1
"restaurant, internet",4.9,Willsmian,19720,['GoodFrom'],30,0,1,0,0,1
,,Wanderland,3900,,,2,2,2,2,2
"restaurant, bar, internet",7.0,Willsmian,20000,"['Very', 'GoodFrom']",23,1,1,0,0,1
"bar, swimming pool",8.2,Andeman,30000,['ExcellentFrom'],152,1,0,1,0,0
"bar, swimming pool, gym",6.9,Hallerson,21000,"['Very', 'GoodFrom']",13,1,0,1,1,0
"restaurant, bar",,Wanderland,1700,,,1,1,0,0,0
"restaurant, swimming pool",6.4,Andeman,18000,"['Very', 'GoodFrom']",4,0,1,1,0,0
"restaurant, bar",6.7,Uberlandia,10000,"['Very', 'GoodFrom']",29,1,1,0,0,0
"restaurant, bar, internet",8.1,Wanderland,30500,['ExcellentFrom'],4,1,1,0,0,1
"restaurant, bar, swimming pool, gym, internet",7.7,Ubisville,44203,"['Very', 'GoodFrom']",6,1,1,1,1,1
"restaurant, bar",3.2,Wanderland,11040,['FairFrom'],2,1,1,0,0,0
"restaurant, bar, swimming pool, gym",5.7,Uberlandia,30000,['GoodFrom'],37,1,1,1,1,0
"restaurant, bar, internet",7.0,Wanderland,5000,"['Very', 'GoodFrom']",14,1,1,0,0,1
restaurant,8.6,Stokol,15500,['ExcellentFrom'],7,0,1,0,0,0
"restaurant, bar, swimming pool, internet",7.7,Uberlandia,18000,"['Very', 'GoodFrom']",14,1,1,1,0,1
"restaurant, bar, internet",,Stokol,10000,,,1,1,0,0,1
"restaurant, bar",7.6,Andeman,9300,"['Very', 'GoodFrom']",2,1,1,0,0,0
restaurant,,Stokol,14000,,,0,1,0,0,0
"restaurant, bar, swimming pool, internet",7.5,Hallerson,67000,"['Very', 'GoodFrom']",35,1,1,1,0,1
internet,7.7,Wanderland,5000,"['Very', 'GoodFrom']",10,0,0,0,0,1
"restaurant, bar",9.6,Wanderland,9200,['ExcellentFrom'],3,1,1,0,0,0
"restaurant, bar, swimming pool",7.3,Andeman,11000,"['Very', 'GoodFrom']",41,1,1,1,0,0
,2.3,Hallerson,3200,['FairFrom'],2,2,2,2,2,2
restaurant,5.8,Stokol,3500,['GoodFrom'],4,0,1,0,0,0
"restaurant, bar, internet",7.7,Hallerson,9800,"['Very', 'GoodFrom']",125,1,1,0,0,1
"restaurant, bar, swimming pool, gym",8.5,Machlessvile,12000,['ExcellentFrom'],6,1,1,1,1,0
"restaurant, bar",7.8,Willsmian,10000,"['Very', 'GoodFrom']",4,1,1,0,0,0
"restaurant, bar, swimming pool",,Wanderland,15000,,,1,1,1,0,0
"restaurant, bar, swimming pool, internet",5.8,Uberlandia,25000,['GoodFrom'],6,1,1,1,0,1
"restaurant, bar, internet",8.1,Willsmian,14000,['ExcellentFrom'],31,1,1,0,0,1
,,Machlessvile,2000,,,2,2,2,2,2
"restaurant, bar, swimming pool, gym, internet",8.9,Hallerson,35000,['ExcellentFrom'],19,1,1,1,1,1
restaurant,,Wanderland,4250,,,0,1,0,0,0
"restaurant, bar, swimming pool",7.8,Stokol,13500,"['Very', 'GoodFrom']",10,1,1,1,0,0
"restaurant, bar, swimming pool",5.2,Ubisville,40326,['GoodFrom'],28,1,1,1,0,0
"restaurant, bar, swimming pool, internet",7.5,Willsmian,67000,"['Very', 'GoodFrom']",35,1,1,1,0,1
"bar, swimming pool, internet",8.8,Wanderland,25000,['ExcellentFrom'],36,1,0,1,0,1
"restaurant, bar, swimming pool, internet",7.6,Stokol,45000,"['Very', 'GoodFrom']",12,1,1,1,0,1
"restaurant, swimming pool",6.4,Ubisville,18000,"['Very', 'GoodFrom']",4,0,1,1,0,0
"restaurant, bar, internet",7.7,Uberlandia,20000,"['Very', 'GoodFrom']",8,1,1,0,0,1
,8.2,Wanderland,6500,['ExcellentFrom'],7,2,2,2,2,2
"restaurant, bar, swimming pool, gym, internet",5.1,Machlessvile,88800,['GoodFrom'],13,1,1,1,1,1
"restaurant, bar, gym, internet",7.2,Stokol,30000,"['Very', 'GoodFrom']",44,1,1,0,1,1
"restaurant, bar",6.5,Willsmian,10000,"['Very', 'GoodFrom']",12,1,1,0,0,0
"restaurant, bar, internet",8.3,Uberlandia,30000,['ExcellentFrom'],18,1,1,0,0,1
"restaurant, bar, internet",7.0,Uberlandia,5000,"['Very', 'GoodFrom']",14,1,1,0,0,1
"restaurant, bar",7.1,Stokol,11000,"['Very', 'GoodFrom']",10,1,1,0,0,0
,8.4,Hallerson,48200,['ExcellentFrom'],1,2,2,2,2,2
"restaurant, bar, gym, internet",6.5,Wanderland,15000,"['Very', 'GoodFrom']",32,1,1,0,1,1
"restaurant, bar, swimming pool, internet",7.7,Willsmian,18000,"['Very', 'GoodFrom']",14,1,1,1,0,1
"restaurant, swimming pool, internet",9.1,Wanderland,37200,['ExcellentFrom'],12,0,1,1,0,1
"restaurant, bar, swimming pool, gym, internet",,Uberlandia,7000,,,1,1,1,1,1
"restaurant, bar, gym, internet",7.4,Uberlandia,40000,"['Very', 'GoodFrom']",28,1,1,0,1,1
bar,7.6,Stokol,5000,"['Very', 'GoodFrom']",1,1,0,0,0,0
restaurant,,Willsmian,4250,,,0,1,0,0,0
"restaurant, bar, internet",,Andeman,5500,,,1,1,0,0,1
"restaurant, bar",,Ubisville,4000,,,1,1,0,0,0
restaurant,7.1,Machlessvile,20000,"['Very', 'GoodFrom']",68,0,1,0,0,0
"restaurant, bar, internet",,Stokol,15000,,,1,1,0,0,1
"restaurant, swimming pool, internet",5.0,Willsmian,15000,['GoodFrom'],2,0,1,1,0,1
internet,8.9,Machlessvile,18000,['ExcellentFrom'],11,0,0,0,0,1
"restaurant, bar, swimming pool, gym, internet",6.8,Andeman,9750,"['Very', 'GoodFrom']",14,1,1,1,1,1
"restaurant, bar",8.0,Andeman,9000,['ExcellentFrom'],4,1,1,0,0,0
,10.0,Stokol,20000,['ExcellentFrom'],1,2,2,2,2,2
"restaurant, gym",,Wanderland,36000,,,0,1,0,1,0
,,Hallerson,53475,,,2,2,2,2,2
"restaurant, bar",4.2,Andeman,4500,['GoodFrom'],4,1,1,0,0,0
"bar, internet",6.9,Uberlandia,18000,"['Very', 'GoodFrom']",10,1,0,0,0,1
"restaurant, bar",8.0,Willsmian,15000,['ExcellentFrom'],2,1,1,0,0,0
"restaurant, bar, swimming pool",5.2,Machlessvile,40326,['GoodFrom'],28,1,1,1,0,0
"restaurant, bar",7.2,Hallerson,13000,"['Very', 'GoodFrom']",4,1,1,0,0,0
,,Machlessvile,8000,,,2,2,2,2,2
"bar, swimming pool, gym, internet",9.6,Uberlandia,55000,['ExcellentFrom'],3,1,0,1,1,1
"restaurant, bar",6.7,Uberlandia,18000,"['Very', 'GoodFrom']",50,1,1,0,0,0
,,Willsmian,1800,,,2,2,2,2,2
,9.2,Uberlandia,7800,['ExcellentFrom'],1,2,2,2,2,2
bar,5.8,Stokol,25000,['GoodFrom'],2,1,0,0,0,0
"restaurant, bar, swimming pool, internet",5.8,Willsmian,25000,['GoodFrom'],6,1,1,1,0,1
"restaurant, bar",5.6,Uberlandia,5400,['GoodFrom'],1,1,1,0,0,0
"restaurant, bar, internet",8.2,Stokol,20000,['ExcellentFrom'],20,1,1,0,0,1
"bar, swimming pool, gym, internet",6.9,Hallerson,20000,"['Very', 'GoodFrom']",12,1,0,1,1,1
"restaurant, swimming pool",8.6,Wanderland,24000,['ExcellentFrom'],4,0,1,1,0,0
"restaurant, bar, internet",8.4,Hallerson,14000,['ExcellentFrom'],1,1,1,0,0,1
"restaurant, internet",7.2,Uberlandia,20000,"['Very', 'GoodFrom']",30,0,1,0,0,1
"restaurant, bar, swimming pool, internet",5.8,Stokol,25000,['GoodFrom'],6,1,1,1,0,1
,6.2,Wanderland,3500,"['Very', 'GoodFrom']",2,2,2,2,2,2
"restaurant, bar, swimming pool, gym, internet",7.2,Andeman,69569,"['Very', 'GoodFrom']",4,1,1,1,1,1
,,Andeman,3500,,,2,2,2,2,2
"restaurant, bar",,Uberlandia,2000,,,1,1,0,0,0
"restaurant, bar, swimming pool, gym, internet",6.7,Hallerson,40191,"['Very', 'GoodFrom']",10,1,1,1,1,1
"restaurant, bar, swimming pool",8.9,Willsmian,20000,['ExcellentFrom'],3,1,1,1,0,0
"restaurant, bar, swimming pool, internet",7.2,Uberlandia,24500,"['Very', 'GoodFrom']",23,1,1,1,0,1
"restaurant, bar, swimming pool, gym",7.4,Wanderland,8000,"['Very', 'GoodFrom']",10,1,1,1,1,0
"restaurant, bar, gym",7.0,Wanderland,60500,"['Very', 'GoodFrom']",18,1,1,0,1,0
"restaurant, bar",6.4,Stokol,3500,"['Very', 'GoodFrom']",1,1,1,0,0,0
restaurant,7.1,Andeman,20000,"['Very', 'GoodFrom']",68,0,1,0,0,0
"restaurant, bar, gym",5.3,Andeman,11500,['GoodFrom'],4,1,1,0,1,0
swimming pool,,Stokol,25000,,,0,0,1,0,0
"restaurant, bar",7.4,Stokol,15000,"['Very', 'GoodFrom']",4,1,1,0,0,0
restaurant,4.9,Wanderland,6000,['GoodFrom'],4,0,1,0,0,0
"restaurant, bar",5.8,Hallerson,3000,['GoodFrom'],10,1,1,0,0,0
"restaurant, bar, swimming pool, gym, internet",8.5,Andeman,49900,['ExcellentFrom'],4,1,1,1,1,1
"restaurant, bar, internet",6.6,Uberlandia,13000,"['Very', 'GoodFrom']",16,1,1,0,0,1
"bar, internet",7.7,Stokol,12750,"['Very', 'GoodFrom']",34,1,0,0,0,1
"restaurant, bar, internet",6.7,Uberlandia,3000,"['Very', 'GoodFrom']",1,1,1,0,0,1
bar,8.7,Hallerson,27000,['ExcellentFrom'],22,1,0,0,0,0
"restaurant, swimming pool",,Wanderland,10000,,,0,1,1,0,0
bar,8.7,Stokol,27000,['ExcellentFrom'],22,1,0,0,0,0
"restaurant, bar",7.3,Stokol,13500,"['Very', 'GoodFrom']",7,1,1,0,0,0
restaurant,,Hallerson,5405,,,0,1,0,0,0
"restaurant, bar, gym, internet",9.4,Willsmian,12000,['ExcellentFrom'],5,1,1,0,1,1
,6.4,Stokol,5500,"['Very', 'GoodFrom']",1,2,2,2,2,2
"restaurant, bar, internet",8.1,Ubisville,14000,['ExcellentFrom'],31,1,1,0,0,1
"restaurant, bar",,Hallerson,1700,,,1,1,0,0,0
"restaurant, bar, swimming pool, internet",7.4,Andeman,17000,"['Very', 'GoodFrom']",145,1,1,1,0,1
restaurant,,Uberlandia,5405,,,0,1,0,0,0
"restaurant, swimming pool, gym, internet",9.1,Willsmian,25000,['ExcellentFrom'],3,0,1,1,1,1
restaurant,8.3,Wanderland,11000,['ExcellentFrom'],20,0,1,0,0,0
restaurant,7.1,Uberlandia,20000,"['Very', 'GoodFrom']",68,0,1,0,0,0
,,Stokol,12500,,,2,2,2,2,2
"bar, swimming pool, internet",7.3,Stokol,12000,"['Very', 'GoodFrom']",61,1,0,1,0,1
"restaurant, bar, swimming pool",7.3,Hallerson,11000,"['Very', 'GoodFrom']",41,1,1,1,0,0
"restaurant, bar, swimming pool, gym",,Ubisville,30000,,,1,1,1,1,0
"restaurant, bar, internet",7.7,Hallerson,20000,"['Very', 'GoodFrom']",8,1,1,0,0,1
"restaurant, bar",,Stokol,4000,,,1,1,0,0,0
"restaurant, bar",,Hallerson,2000,,,1,1,0,0,0
"restaurant, bar, swimming pool, internet",2.4,Wanderland,8000,['FairFrom'],4,1,1,1,0,1
,,Andeman,3200,,,2,2,2,2,2
"restaurant, swimming pool, internet",8.2,Andeman,16000,['ExcellentFrom'],97,0,1,1,0,1
"restaurant, bar, gym, internet",6.5,Andeman,15000,"['Very', 'GoodFrom']",32,1,1,0,1,1
"restaurant, bar",7.6,Hallerson,5000,"['Very', 'GoodFrom']",3,1,1,0,0,0
"restaurant, swimming pool, internet",7.5,Hallerson,20000,"['Very', 'GoodFrom']",154,0,1,1,0,1
"restaurant, bar",6.9,Ubisville,13500,"['Very', 'GoodFrom']",17,1,1,0,0,0
restaurant,,Willsmian,4175,,,0,1,0,0,0
"restaurant, bar",,Hallerson,6000,,,1,1,0,0,0
,,Willsmian,3040,,,2,2,2,2,2
"restaurant, bar, internet",7.2,Hallerson,56000,"['Very', 'GoodFrom']",2,1,1,0,0,1
"restaurant, bar, swimming pool, gym",8.5,Uberlandia,12000,['ExcellentFrom'],6,1,1,1,1,0
"restaurant, bar, internet",6.8,Andeman,17000,"['Very', 'GoodFrom']",1,1,1,0,0,1
"restaurant, bar",6.2,Willsmian,4000,"['Very', 'GoodFrom']",10,1,1,0,0,0
"restaurant, bar, internet",6.8,Machlessvile,17500,"['Very', 'GoodFrom']",94,1,1,0,0,1
"restaurant, swimming pool, gym, internet",9.1,Andeman,25000,['ExcellentFrom'],3,0,1,1,1,1
"restaurant, bar, swimming pool",8.9,Wanderland,20000,['ExcellentFrom'],3,1,1,1,0,0
,,Andeman,8000,,,2,2,2,2,2
"restaurant, bar",,Willsmian,4000,,,1,1,0,0,0
"restaurant, bar, swimming pool, internet",8.7,Wanderland,35000,['ExcellentFrom'],15,1,1,1,0,1
restaurant,4.9,Andeman,6000,['GoodFrom'],4,0,1,0,0,0
"restaurant, bar, swimming pool, gym, internet",,Willsmian,6500,,,1,1,1,1,1
"restaurant, bar",4.2,Hallerson,4500,['GoodFrom'],4,1,1,0,0,0
"restaurant, bar",4.0,Wanderland,2500,['GoodFrom'],8,1,1,0,0,0
bar,7.8,Andeman,8000,"['Very', 'GoodFrom']",2,1,0,0,0,0
"restaurant, bar, swimming pool, gym, internet",,Ubisville,100000,,,1,1,1,1,1
"restaurant, bar, internet",6.2,Stokol,7500,"['Very', 'GoodFrom']",7,1,1,0,0,1
"restaurant, bar, internet",2.5,Willsmian,20000,['FairFrom'],4,1,1,0,0,1
"restaurant, swimming pool",,Andeman,29000,,,0,1,1,0,0
"restaurant, swimming pool, internet",6.4,Stokol,6000,"['Very', 'GoodFrom']",2,0,1,1,0,1
"restaurant, bar",6.5,Stokol,4500,"['Very', 'GoodFrom']",7,1,1,0,0,0
"restaurant, bar",6.6,Andeman,10000,"['Very', 'GoodFrom']",7,1,1,0,0,0
"restaurant, bar, gym",7.9,Wanderland,48000,"['Very', 'GoodFrom']",3,1,1,0,1,0
"restaurant, bar, swimming pool, gym, internet",8.4,Wanderland,43000,['ExcellentFrom'],226,1,1,1,1,1
"restaurant, bar, internet",7.7,Stokol,9800,"['Very', 'GoodFrom']",125,1,1,0,0,1
